order_id,order_price,order_time,out_time,customer_id_id,deliver_id_id
xs000030,283.34,2018/2/25 13:50,2018/2/25 14:47,35,xs1350125
xs000031,13.78,2017/8/10 11:58,2017/8/12 2:45,36,xs1158127
xs000032,30.28,2018/4/16 21:15,2018/4/16 22:10,37,xs2115128
xs000033,26.58,2017/12/12 13:56,2017/12/14 13:54,38,xs1356129
xs000034,89.68,2018/2/3 12:38,2018/2/3 12:50,39,xs123813
xs000035,65.09,2018/7/29 23:34,2018/7/29 23:45,40,xs2334130
xs000036,173.84,2018/2/17 15:59,2018/2/17 16:15,41,xs1559131
xs000037,103.49,2018/2/21 18:15,2018/2/23 2:10,42,xs1815132
xs000038,64.03,2017/7/31 21:37,2017/8/2 2:56,43,xs2137133
xs000039,157.15,2018/6/1 12:23,2018/6/5 3:35,44,xs1223134
xs000040,130.88,2018/3/26 17:12,2018/3/26 17:28,45,xs1712135
xs000041,47.72,2017/5/19 18:53,2017/5/19 19:05,46,xs1853136
xs000042,117.74,2017/11/24 21:27,2017/11/25 0:21,47,xs2127137
xs000043,56.6,2017/8/4 17:10,2017/8/4 17:25,48,xs1710138
xs000044,266.16,2018/8/4 23:25,2018/8/4 23:35,49,xs232514
xs000045,31.38,2018/6/4 16:44,2018/6/5 4:31,50,xs1644140
xs000046,121.49,2017/5/18 13:55,2017/5/18 14:05,51,xs1355141
xs000047,32,2017/5/14 20:28,2017/5/14 20:42,52,xs2028142
xs000048,153.41,2018/5/17 16:59,2018/5/18 1:17,53,xs1659143
xs000049,65.71,2018/7/29 11:24,2018/7/29 11:44,54,xs1124144
xs000050,278.22,2017/8/9 20:19,2017/8/11 4:15,55,xs2019145
xs000051,91.66,2018/2/1 14:02,2018/2/3 2:53,56,xs142146
xs000052,132.51,2018/6/26 13:42,2018/6/27 8:35,57,xs1342147
xs000053,542.66,2018/7/26 14:39,2018/7/26 14:55,58,xs1439148
xs000054,166.04,2017/12/15 0:06,2017/12/15 0:14,59,xs06149
xs000055,368.98,2017/8/31 8:15,2017/8/31 8:30,60,xs81515
xs000056,113.2,2018/6/11 10:25,2018/6/11 10:58,61,xs1025150
xs000057,99.43,2018/6/11 8:18,2018/6/11 8:31,62,xs818151
xs000058,27.35,2018/3/9 14:50,2018/3/9 15:40,63,xs1450152
xs000059,43.77,2017/3/13 18:14,2017/3/13 18:14,64,xs1814153
xs000060,68.49,2017/6/13 21:11,2017/6/15 3:05,65,xs2111154
xs000061,105.53,2017/11/30 22:02,2017/12/2 2:51,66,xs222155
xs000062,387.8,2018/8/5 13:09,2018/8/5 13:24,67,xs139156
xs000063,84.14,2017/11/15 11:31,2017/11/15 11:46,68,xs1131157
xs000064,210.82,2018/2/19 20:31,2018/2/21 6:15,69,xs2031158
xs000065,90.05,2018/4/22 8:48,2018/4/24 18:25,70,xs848159
xs000066,67.88,2018/1/7 21:44,2018/1/7 21:51,71,xs214416
xs000067,37.58,2018/2/10 13:26,2018/2/10 13:35,72,xs1326160
xs000068,89.63,2018/6/18 16:02,2018/6/18 17:00,73,xs162161
xs000069,69.46,2018/6/13 13:47,2018/6/15 2:37,74,xs1347162
xs000070,78.3,2018/7/15 8:33,2018/7/16 14:31,75,xs833164
xs000071,50.8,2017/9/13 14:27,2017/9/13 14:44,76,xs1427165
xs000072,34,2018/4/13 8:44,2018/4/13 13:30,77,xs844166
xs000073,77.1,2018/2/15 10:33,2018/2/15 10:47,78,xs1033167
xs000074,566.4,2017/2/20 11:45,2017/2/22 3:10,79,xs1145168
xs000075,402.42,2017/4/20 17:15,2017/4/21 5:15,80,xs1715169
xs000076,57.53,2017/9/15 9:19,2017/9/15 9:35,81,xs919170
xs000077,44.01,2018/7/28 16:52,2018/7/31 3:50,82,xs1652171
xs000078,187.51,2017/8/9 18:32,2017/8/9 18:45,83,xs1832172
xs000079,77.7,2018/8/26 22:04,NULL,84,xs224174
xs000080,48.68,2017/7/30 3:06,2017/7/30 3:25,86,xs36175
xs000081,77.29,2017/12/22 0:17,2017/12/23 2:15,87,xs017176
xs000082,117.71,2017/4/6 22:39,2017/4/6 22:50,88,xs2239177
xs000083,169.34,2017/5/9 20:48,2017/5/9 21:02,89,xs2048178
xs000084,37.61,2017/4/20 20:42,2017/4/20 20:55,90,xs2042179
xs000085,13.8,2017/10/16 14:56,2017/10/17 3:49,91,xs145618
xs000086,227.12,2017/12/8 9:42,2017/12/9 2:49,93,xs942180
xs000087,34.78,2017/8/26 16:53,2017/8/27 17:04,94,xs1653181
xs000088,342.56,2018/2/27 12:55,2018/3/1 2:48,95,xs1255183
xs000089,73.34,2018/5/11 13:10,2018/5/11 13:36,97,xs1310184
xs000090,117.85,2018/1/22 19:22,2018/1/22 19:36,98,xs1922185
xs000091,48.62,2018/5/1 8:12,2018/5/1 8:52,99,xs812188
xs000092,53.99,2017/9/19 22:17,2017/9/20 7:55,120,xs2217189
xs000093,51.14,2018/4/11 22:32,2018/4/11 22:49,121,xs223219
xs000094,121.45,2017/12/20 23:45,2017/12/22 2:37,122,xs2345190
xs000095,73.34,2018/4/22 23:23,2018/4/24 19:24,123,xs2323191
xs000096,117.68,2018/8/3 8:59,2018/8/3 9:31,124,xs859192
xs000097,56.77,2018/5/14 8:35,2018/5/14 8:52,125,xs835193
xs000098,115.59,2017/11/22 11:32,2017/11/22 11:46,127,xs1132194
xs000099,60.07,2017/3/30 7:50,2017/3/30 8:05,128,xs750195
xs000100,27.27,2018/6/5 9:10,2018/6/5 9:32,129,xs910196
xs000101,32.15,2018/8/26 11:04,NULL,130,xs114198
xs000102,195.71,2017/5/17 8:36,2017/5/17 8:45,131,xs836199
xs000103,43.12,2018/7/30 22:41,2018/8/1 2:50,132,xs22412
xs000104,88.49,2018/8/3 17:44,2018/8/7 6:15,133,xs174420
xs000105,34.09,2018/3/1 22:14,2018/3/2 22:08,134,xs2214200
xs000106,40.99,2018/2/6 21:09,2018/2/6 21:29,135,xs219201
xs000107,71.99,2017/1/28 23:45,2017/1/29 1:31,136,xs2345202
xs000108,47,2018/1/27 22:04,2018/1/27 22:16,137,xs224203
xs000109,81.78,2017/7/1 15:42,2017/7/4 4:10,138,xs1542204
xs000110,231.45,2017/9/27 12:07,2017/9/27 12:26,140,xs127205
xs000111,144.2,2017/11/28 21:00,2017/12/1 9:31,141,xs210206
xs000112,35.14,2018/2/1 12:31,2018/2/1 12:54,142,xs1231207
xs000113,285.79,2018/8/22 16:10,NULL,143,xs1610208
xs000114,176.7,2018/7/6 23:36,2018/7/7 10:10,144,xs2336209
xs000115,27.63,2018/5/9 18:27,2018/5/9 18:54,145,xs182721
xs000116,134.56,2017/11/26 17:49,2017/11/26 17:58,146,xs1749210
xs000117,96.98,2017/9/29 9:32,2017/9/29 9:44,147,xs932211
xs000118,110.03,2017/6/27 23:11,2017/6/27 23:35,148,xs2311212
xs000119,17.78,2018/1/23 10:32,2018/1/23 10:59,149,xs1032213
xs000120,44,2018/8/20 18:24,2018/8/20 18:35,150,xs1824214
xs000121,110.11,2018/1/30 7:51,2018/1/30 8:13,151,xs751215
xs000122,22.49,2018/3/31 14:20,2018/4/3 5:10,152,xs1420216
xs000123,46.63,2018/3/7 23:00,2018/3/9 3:00,153,xs230217
xs000124,52.21,2018/5/8 22:12,2018/5/8 22:31,154,xs2212218
xs000125,61.77,2017/3/30 14:46,2017/3/30 14:55,155,xs1446219
xs000126,121.88,2017/11/24 21:55,2017/11/25 1:31,156,xs215522
xs000127,75.75,2018/4/25 22:18,2018/4/25 22:31,157,xs2218221
xs000128,130.22,2017/7/16 10:27,2017/7/16 10:35,158,xs1027222
xs000129,57.53,2017/9/3 14:22,2017/9/3 14:30,159,xs1422224
xs000130,76.02,2017/11/21 12:08,2017/11/21 12:40,160,xs128225
xs000131,90.17,2017/10/19 15:08,2017/10/19 15:35,161,xs158226
xs000132,31,2018/7/22 15:19,2018/7/23 12:32,162,xs1519227
xs000133,106.77,2017/12/2 14:28,2017/12/2 14:38,164,xs1428228
xs000134,163.25,2018/3/26 9:14,2018/3/26 9:28,165,xs914229
xs000135,233.66,2018/1/9 6:37,2018/1/9 7:27,166,xs63723
xs000136,163.08,2018/2/6 18:25,2018/2/7 2:35,167,xs1825230
xs000137,135.93,2018/7/18 13:39,2018/7/18 13:50,168,xs1339232
xs000138,267.05,2017/3/28 16:03,2017/3/28 16:15,169,xs163233
xs000139,186.72,2018/6/8 12:19,2018/6/8 12:37,170,xs1219234
xs000140,30,2017/7/10 12:23,2017/7/12 2:10,171,xs1223235
xs000141,97.28,2018/5/16 16:10,2018/5/18 4:54,172,xs1610236
xs000142,48.61,2018/7/5 18:40,2018/7/5 18:55,174,xs1840237
xs000143,116.7,2017/9/20 17:12,2017/9/21 14:44,175,xs1712238
xs000144,41.42,2018/2/21 17:15,2018/2/22 16:10,176,xs1715239
xs000145,42.19,2018/1/10 14:18,2018/1/11 2:48,177,xs141824
xs000146,125.53,2017/4/26 16:14,2017/4/27 17:22,178,xs1614240
xs000147,92.76,2017/11/27 19:24,2017/11/27 19:39,179,xs1924241
xs000148,348.02,2018/5/11 16:35,2018/5/12 3:32,180,xs1635242
xs000149,203.3,2018/5/25 8:54,2018/5/25 9:16,181,xs854243
xs000150,44.35,2017/11/26 9:32,2017/11/28 9:35,183,xs932244
xs000151,116.05,2017/11/17 21:14,2017/11/22 2:49,184,xs2114245
xs000152,85.14,2018/7/23 18:27,2018/7/24 10:32,185,xs1827246
xs000153,236.66,2018/2/14 13:05,2018/2/14 13:15,188,xs135247
xs000154,220.3,2017/4/30 22:43,2017/4/30 22:55,189,xs2243248
xs000155,180.55,2018/1/10 11:33,2018/1/11 2:32,190,xs1133249
xs000156,45.46,2017/5/15 16:29,2017/5/16 3:35,191,xs162925
xs000157,26.08,2017/7/22 19:16,2017/7/22 19:25,192,xs1916250
xs000158,375.74,2018/6/24 19:01,2018/6/24 19:20,193,xs191251
xs000159,123.41,2018/7/2 12:54,2018/7/2 13:10,194,xs1254252
xs000160,379.07,2017/3/6 0:14,2017/3/6 0:33,195,xs014253
xs000161,2027.16,2017/10/4 23:02,2017/10/4 23:14,196,xs232254
xs000162,45.5,2017/12/21 17:43,2017/12/21 17:56,198,xs1743255
xs000163,91.17,2017/5/9 11:48,2017/5/11 11:45,199,xs1148256
xs000164,93.26,2018/2/2 16:15,2018/2/2 16:36,200,xs1615257
xs000165,30,2018/6/1 11:26,2018/6/2 3:15,201,xs1126258
xs000166,165.96,2018/8/9 16:23,2018/8/9 17:30,202,xs1623259
xs000167,50,2017/11/15 13:47,2017/11/15 13:55,203,xs134726
xs000168,1002.73,2018/4/26 11:59,2018/4/26 12:11,204,xs1159260
xs000169,116.56,2018/7/15 12:37,2018/7/16 12:30,205,xs1237261
xs000170,240.52,2018/5/30 22:33,2018/5/30 22:55,206,xs2233262
xs000171,33.13,2017/12/2 14:08,2017/12/2 14:17,207,xs148263
xs000172,213.9,2018/3/29 14:27,2018/3/29 14:35,208,xs1427264
xs000173,362.17,2018/6/25 15:36,2018/6/25 15:58,209,xs1536265
xs000174,88.72,2017/9/11 7:54,2017/9/11 8:10,210,xs754266
xs000175,46.85,2018/4/15 19:42,2018/4/15 19:55,211,xs1942267
xs000176,68.54,2018/1/13 8:19,2018/1/13 8:29,212,xs819268
xs000177,32.62,2018/4/4 8:39,2018/4/4 8:50,213,xs839269
xs000178,340.08,2017/9/26 12:32,2017/9/27 3:35,214,xs123227
xs000179,82.06,2018/2/28 17:00,2018/3/2 2:10,215,xs170270
xs000180,40.95,2017/4/22 19:26,2017/4/22 19:41,216,xs1926271
xs000181,67.01,2017/9/13 9:18,2017/9/13 13:45,217,xs918272
xs000182,20,2018/1/18 9:30,2018/1/18 9:38,218,xs930273
xs000183,76.9,2017/3/14 16:25,2017/3/14 16:25,219,xs1625274
xs000184,40.27,2017/12/20 12:30,2017/12/21 2:11,221,xs1230275
xs000185,242.1,2017/12/4 17:24,2017/12/4 18:30,222,xs1724276
xs000186,207.24,2018/8/3 22:23,2018/8/3 22:35,224,xs2223278
xs000187,215.56,2018/3/29 14:29,2018/4/3 5:48,225,xs1429279
xs000188,39.92,2017/5/18 20:59,2017/5/18 21:10,226,xs205928
xs000189,156.09,2017/6/16 0:22,2017/6/16 0:35,227,xs022280
xs000190,131.5,2017/7/5 9:16,2017/7/7 2:50,228,xs916281
xs000191,137.73,2018/7/27 12:45,2018/7/27 13:04,229,xs1245282
xs000192,31.75,2017/7/8 14:12,2017/7/8 14:25,230,xs1412283
xs000193,348.77,2018/3/15 16:59,2018/3/15 17:15,232,xs1659285
xs000194,12.22,2017/6/25 19:30,2017/6/25 19:45,233,xs1930286
xs000195,139.87,2018/2/28 21:27,2018/2/28 21:48,234,xs2127287
xs000196,257.1,2018/4/16 21:07,2018/4/16 22:10,235,xs217288
xs000197,269.46,2018/5/15 19:55,2018/5/16 8:36,236,xs1955289
xs000198,40,2018/7/13 15:45,2018/7/13 16:04,237,xs154529
xs000199,350.09,2017/8/1 18:52,2017/8/3 3:04,238,xs1852290
xs000200,134.55,2018/7/21 12:49,2018/7/26 23:31,239,xs1249291
xs000201,112.73,2017/3/9 22:17,2017/3/9 22:17,240,xs2217292
xs000202,72.05,2017/12/9 17:27,2017/12/9 17:37,241,xs1727293
xs000203,0.67,2018/8/1 10:48,2018/8/2 10:45,242,xs1048294
xs000204,77.77,2018/4/9 13:56,2018/4/11 5:50,243,xs1356295
xs000205,26.68,2018/2/10 19:27,2018/2/10 19:35,244,xs1927296
xs000206,371.42,2017/4/27 11:08,2017/4/27 11:22,245,xs118297
xs000207,225.71,2017/12/6 15:26,2017/12/8 2:54,246,xs1526298
xs000208,103.79,2017/11/30 22:37,2017/12/1 10:31,247,xs2237299
xs000209,65,2017/6/5 13:24,2017/6/7 19:42,248,xs13243
xs000210,69.8,2017/9/12 16:32,2017/9/12 16:45,249,xs163230
xs000211,20.09,2018/7/22 22:30,2018/7/23 12:31,250,xs2230300
xs000212,125.41,2018/6/3 18:24,2018/6/3 18:49,251,xs1824301
xs000213,95.99,2018/5/23 16:37,2018/5/23 16:56,252,xs1637302
xs000214,25.33,2018/2/3 10:51,2018/2/3 11:10,253,xs1051303
xs000215,52.57,2018/5/17 8:33,2018/5/17 8:59,254,xs833304
xs000216,145.58,2018/8/10 13:42,2018/8/10 13:55,255,xs1342305
xs000217,49.7,2018/4/18 20:13,2018/4/18 20:32,256,xs2013306
xs000218,47.43,2017/9/27 14:43,2017/9/27 14:56,257,xs1443307
xs000219,168.57,2018/2/5 17:27,2018/2/6 17:32,258,xs1727308
xs000220,133.81,2017/11/16 14:32,2017/11/17 14:25,259,xs1432309
xs000221,1.23,2018/1/31 13:21,2018/2/1 13:35,260,xs132131
xs000222,123.82,2018/1/11 16:51,2018/1/12 2:38,261,xs1651310
xs000223,283.66,2017/6/4 10:05,2017/6/4 10:22,262,xs105311
xs000224,89.88,2018/3/29 16:17,2018/3/29 16:35,263,xs1617312
xs000225,32.38,2017/7/17 21:55,2017/7/17 22:10,264,xs2155313
xs000226,43.08,2018/5/9 14:32,2018/5/10 11:36,265,xs1432314
xs000227,254.58,2018/8/8 21:11,2018/8/8 21:25,266,xs2111315
xs000228,48.91,2018/4/17 11:25,2018/4/19 2:51,267,xs1125316
xs000229,48.22,2017/4/22 13:48,2017/4/22 14:01,268,xs1348317
xs000230,67.58,2017/12/11 21:43,2017/12/11 21:55,269,xs2143318
xs000231,311.18,2018/5/4 10:29,2018/5/4 10:51,270,xs1029319
xs000232,154.14,2017/11/17 19:53,2017/11/18 19:50,271,xs195332
xs000233,333.68,2017/12/17 19:40,2017/12/17 20:50,272,xs1940320
xs000234,404.88,2017/12/21 4:59,2017/12/22 4:51,273,xs459321
xs000235,44.77,2018/2/27 10:05,2018/2/27 10:15,274,xs105322
xs000236,1302.42,2018/3/18 20:59,2018/3/18 21:10,275,xs2059323
xs000237,645.8,2017/1/5 13:34,2017/1/7 3:45,276,xs1334324
xs000238,186.39,2017/11/24 16:56,2017/11/28 3:48,278,xs1656325
xs000239,208.41,2017/12/24 17:34,2017/12/24 17:48,279,xs1734326
xs000240,76.39,2018/3/29 15:08,2018/3/29 15:29,280,xs158327
xs000241,67.42,2017/11/29 17:43,2017/11/29 19:16,281,xs1743328
xs000242,232.05,2018/4/3 13:47,2018/4/5 2:27,282,xs1347329
xs000243,69.33,2017/4/20 16:18,2017/4/20 16:30,283,xs161833
xs000244,641.2,2018/1/25 23:13,2018/1/27 2:45,285,xs2313330
xs000245,41.86,2018/5/8 14:38,2018/5/8 14:55,286,xs1438332
xs000246,50,2018/6/16 19:05,2018/6/18 12:37,287,xs195333
xs000247,106.96,2017/7/2 20:47,2017/7/2 21:03,288,xs2047334
xs000248,2288.31,2018/1/23 23:59,2018/1/24 0:16,289,xs2359335
xs000249,69.9,2018/1/16 22:34,2018/1/17 3:34,290,xs2234336
xs000250,88.08,2018/2/22 15:04,2018/2/23 7:08,291,xs154337
xs000251,117.39,2018/3/30 23:11,2018/3/30 23:26,292,xs2311338
xs000252,194.91,2017/2/12 18:48,2017/2/12 19:02,293,xs1848339
xs000253,68.89,2018/2/1 7:47,2018/2/1 8:10,294,xs74734
xs000254,151.51,2018/6/6 14:21,2018/6/6 14:35,295,xs1421340
xs000255,54.85,2017/11/17 13:12,2017/11/17 13:35,296,xs1312341
xs000256,103.68,2018/1/30 17:36,2018/1/30 17:57,297,xs1736342
xs000257,225.63,2018/3/7 12:08,2018/3/7 12:29,298,xs128343
xs000258,39.6,2018/1/10 9:04,2018/1/10 10:31,299,xs94344
xs000259,159.18,2017/2/8 18:00,2017/2/10 2:55,300,xs180345
xs000260,234.43,2018/6/30 21:57,2018/6/30 22:10,301,xs2157346
xs000261,44.83,2018/8/8 10:49,2018/8/8 11:05,302,xs1049347
xs000262,205.44,2017/10/5 5:23,2017/10/5 6:21,303,xs523348
xs000263,13.55,2018/4/10 14:58,2018/4/10 15:11,304,xs1458349
xs000264,221.96,2018/2/8 18:56,2018/2/8 19:32,305,xs185635
xs000265,52.38,2018/7/12 20:24,2018/7/12 20:35,306,xs2024350
xs000266,131.47,2017/11/24 14:15,2017/11/24 16:19,307,xs1415351
xs000267,38.06,2017/11/16 15:09,2017/11/16 15:26,308,xs159352
xs000268,35,2017/8/31 17:46,2017/8/31 18:05,309,xs1746353
xs000269,143.65,2018/5/15 9:10,2018/5/16 3:14,310,xs910354
xs000270,86.73,2018/1/22 19:22,2018/1/22 19:36,311,xs1922355
xs000271,118.35,2018/6/16 0:01,2018/6/16 0:23,312,xs01356
xs000272,341.58,2018/7/28 18:21,2018/7/31 3:50,313,xs1821357
xs000273,105.42,2017/11/28 21:07,2017/11/28 21:17,314,xs217358
xs000274,68.16,2018/2/11 14:13,2018/2/11 14:25,315,xs1413359
xs000275,357.97,2018/3/17 15:21,2018/3/20 3:48,316,xs152136
xs000276,2.99,2018/6/3 11:52,2018/6/3 12:10,317,xs1152360
xs000277,92.57,2018/5/7 21:49,2018/5/7 22:11,318,xs2149361
xs000278,68.35,2018/3/9 14:58,2018/3/10 14:50,319,xs1458362
xs000279,197.23,2018/2/27 15:53,2018/2/27 16:15,320,xs1553364
xs000280,153.67,2018/1/24 11:40,2018/1/24 15:08,321,xs1140365
xs000281,46.43,2018/6/9 11:02,2018/6/9 11:15,322,xs112366
xs000282,102.03,2017/11/11 22:16,2017/11/11 22:30,323,xs2216367
xs000283,119.45,2018/6/28 11:08,2018/6/28 11:31,324,xs118368
xs000284,44.23,2018/8/1 14:58,2018/8/1 15:31,325,xs1458369
xs000285,67.5,2017/11/24 17:37,2017/11/24 20:56,326,xs173737
xs000286,8.75,2018/2/3 14:56,2018/2/3 15:11,327,xs1456370
xs000287,44.27,2017/4/27 10:24,2017/4/27 10:35,328,xs1024371
xs000288,37.15,2018/4/10 16:22,2018/4/10 16:35,329,xs1622374
xs000289,114.13,2017/11/13 10:07,2017/11/13 10:16,330,xs107375
xs000290,396.97,2018/7/23 10:21,2018/7/25 2:55,332,xs1021376
xs000291,185.85,2018/4/3 20:44,2018/4/4 3:29,333,xs2044377
xs000292,62.11,2018/1/12 19:27,2018/1/12 19:37,334,xs1927378
xs000293,25.23,2017/7/24 17:19,2017/7/24 17:30,335,xs1719379
xs000294,153.22,2018/3/7 23:46,2018/3/8 0:49,336,xs234638
xs000295,145.01,2018/6/5 11:36,2018/6/5 19:15,337,xs1136381
xs000296,70.89,2018/2/15 23:27,2018/2/17 3:35,338,xs2327382
xs000297,114.34,2017/6/29 0:10,2017/6/29 0:23,339,xs010384
xs000298,31.38,2018/1/19 21:07,2018/1/20 9:09,340,xs217385
xs000299,256.5,2018/3/29 12:00,2018/3/29 12:48,341,xs120386
xs000300,341.4,2018/6/28 12:52,2018/6/28 13:11,342,xs1252387
xs000301,143.99,2018/3/15 20:23,2018/3/16 20:31,343,xs2023389
xs000302,84.88,2018/3/27 22:14,2018/3/27 22:30,344,xs221439
xs000303,232.27,2018/8/3 13:32,2018/8/4 5:05,345,xs1332390
xs000304,194,2017/1/21 17:08,2017/1/21 17:22,346,xs178391
xs000305,260.57,2017/9/26 11:08,2017/9/26 11:24,347,xs118392
xs000306,49.59,2018/2/28 8:57,2018/2/28 10:40,348,xs857393
xs000307,196.55,2017/9/13 15:07,2017/9/13 15:25,349,xs157394
xs000308,245.94,2018/8/9 20:36,2018/8/9 20:50,350,xs2036395
xs000309,72.42,2017/12/7 9:40,2017/12/7 10:31,351,xs940397
xs000310,217.15,2018/5/30 2:41,2018/5/30 3:24,352,xs241398
xs000311,152.28,2017/6/27 10:45,2017/6/27 11:04,353,xs1045399
xs000312,72.34,2017/12/8 4:45,2017/12/12 3:50,354,xs4454
xs000313,128.95,2018/3/9 15:09,2018/3/9 17:00,355,xs15940
xs000314,56.85,2017/9/11 11:50,2017/9/11 12:05,356,xs1150400
xs000315,20.29,2018/6/12 9:52,2018/6/12 10:21,357,xs952401
xs000316,171.75,2018/7/3 1:17,2018/7/3 1:30,358,xs117402
xs000317,85.82,2017/5/23 15:28,2017/5/24 15:35,359,xs1528403
xs000318,56.05,2017/11/29 18:27,2017/11/29 19:31,360,xs1827404
xs000319,26.09,2018/1/14 18:49,2018/1/14 18:59,361,xs1849405
xs000320,41.17,2017/8/23 15:40,2017/8/23 17:33,362,xs1540406
xs000321,37.25,2017/9/10 22:32,2017/9/12 4:50,364,xs2232408
xs000322,135.13,2018/8/21 16:45,2018/8/21 17:08,365,xs1645409
xs000323,477.45,2018/5/27 17:59,2018/5/27 18:14,366,xs175941
xs000324,440.12,2017/5/20 2:48,2017/5/23 3:50,367,xs248410
xs000325,67.7,2016/10/5 22:44,2016/10/6 15:51,368,xs2244411
xs000326,168.51,2017/7/28 11:25,2017/7/28 11:35,369,xs1125412
xs000327,31.86,2017/12/5 10:34,2017/12/6 2:50,370,xs1034413
xs000328,40.87,2018/3/7 15:37,2018/3/7 15:55,371,xs1537414
xs000329,109.59,2018/8/20 17:38,2018/8/20 17:50,374,xs1738415
xs000330,206.87,2018/2/9 13:48,2018/2/9 14:15,375,xs1348416
xs000331,134.38,2018/8/2 14:41,2018/8/3 14:35,376,xs1441417
xs000332,56.06,2018/1/2 19:20,2018/1/2 19:32,377,xs1920418
xs000333,264.08,2018/4/18 15:40,2018/4/19 8:15,378,xs1540419
xs000334,240.77,2018/3/17 15:32,2018/3/17 15:48,379,xs153242
xs000335,91.72,2018/1/5 11:04,2018/1/5 11:15,381,xs114420
xs000336,49.01,2018/5/14 11:04,2018/5/15 4:35,382,xs114421
xs000337,107.87,2017/11/26 12:50,2017/11/26 13:14,384,xs1250422
xs000338,62.01,2018/6/26 10:58,2018/6/26 11:18,385,xs1058423
xs000339,36.69,2017/12/1 20:39,2017/12/1 20:50,386,xs2039424
xs000340,35,2017/5/26 18:35,2017/5/26 18:45,387,xs1835425
xs000341,256.37,2017/8/9 21:43,2017/8/9 22:03,389,xs2143426
xs000342,47.84,2018/8/9 22:52,2018/8/9 23:05,390,xs2252427
xs000343,125.87,2018/4/1 18:27,2018/4/2 17:55,391,xs1827428
xs000344,42.39,2017/4/19 13:45,2017/4/21 5:22,392,xs1345429
xs000345,117.53,2017/8/17 17:03,2017/8/17 18:05,393,xs17343
xs000346,43.28,2018/8/16 10:39,2018/8/16 10:50,394,xs1039430
xs000347,144.54,2018/7/1 20:54,2018/7/2 20:50,395,xs2054431
xs000348,126.48,2018/2/22 20:53,2018/2/22 21:28,397,xs2053432
xs000349,125.29,2018/8/24 19:01,NULL,398,xs191433
xs000350,229.74,2018/8/11 20:58,2018/8/13 10:10,399,xs2058436
xs000351,124.6,2018/2/25 14:13,2018/2/25 14:28,400,xs1413437
xs000352,143.86,2018/7/11 17:22,2018/7/11 17:35,401,xs1722438
xs000353,56.89,2018/7/31 16:16,2018/7/31 17:30,402,xs1616439
xs000354,46.78,2017/10/11 17:31,2017/10/11 17:46,403,xs173144
xs000355,3.98,2018/5/9 17:11,2018/5/9 17:36,404,xs1711440
xs000356,72.66,2017/11/25 16:23,2017/11/25 16:34,405,xs1623441
xs000357,50.1,2018/7/24 12:45,2018/7/24 13:24,406,xs1245442
xs000358,85.79,2017/5/8 12:22,2017/5/8 13:05,408,xs1222443
xs000359,63.7,2018/3/29 22:46,2018/3/29 22:55,409,xs2246444
xs000360,1586.47,2018/4/22 14:26,2018/4/24 17:34,410,xs1426445
xs000361,433.07,2018/7/22 6:24,2018/7/23 11:32,411,xs624446
xs000362,642.02,2018/8/14 17:48,2018/8/14 18:23,412,xs1748447
